race_date,time,venue,race_no,race_no_num,candidate_source,rating,selection,base_ai_score,base_ai_rating,base_ai_selection,base_reason_text,final_ai_score,final_ai_rating,final_ai_selection,final_rank,latest_reason_text,latest_updated_at,exhibition,exhibition_rank,weather,wind_speed,wave_height,wind_type,wind_dir,water_state_score,ai_lane_score_text,class_history_text,player_names_text,player_stat_text,player_reason_text,result_trifecta_text,result_trifecta_payout,result_exacta_text,result_exacta_payout,result_trio_text,result_trio_payout,settled_flag,settled_at,result_source_url,imported_at,purchased,purchased_selection_text,amount,hit,payout,memo,bet_type,series_day,race_phase,base_raw_score,base_raw_label,base_raw_reason_text,base_updated_at,day_trend_text,day_trend_sample
2026-04-25,12:22,平和島,4R,4,official_all,★★★★☆,2-1-3 / 2-3-1 / 2-1-5 / 2-3-5 / 2-5-1 / 2-5-3,2.16,AI★★★★☆,2-5-6 / 2-5-3 / 2-5-4 / 2-5-1 / 2-6-5 / 2-6-3,base土台○ / 当地巧者 / 級別傾向強い / 攻めやや注意,2.21,AI★★★☆☆,4-2-6 / 6-2-4 / 4-2-3 / 3-2-4 / 2-5-6 / 2-5-4,見送り寄り,"朝:base土台○ / 当地巧者 / 級別傾向強い / 攻めやや注意 / base土台をやや保持 / 直前:展示差ややあり / 展示タイム差を確認 / 足:足差ややあり / 展示F:5注意 / 足:ST気配あり / 部品交換:2,5 / 足:6号艇足色良さげ / 整備:チルト:1:-0.5,2:0,3:0,4:0,5:0,6:-0.5 / 部品交換:2:リング,5:リング / 直前差中で少し動かす / 隊形:4攻め注意 / 開催:2日目でやや本命寄り",2026-04-25 16:16:30 JST,"[""6.93"", ""6.85"", ""6.84"", ""6.81"", ""6.84"", ""6.88""]",1:6 / 2:4 / 3:2 / 4:1 / 5:2 / 6:5,晴,3.0,3.0,,,0.0,1:-0.24 / 2:0.01 / 3:0.05 / 4:0.15 / 5:-0.03 / 6:0.08,1:B1 / B1 / B1 / B1 / 2:A1 / A1 / B1 / A2 / 3:A2 / B1 / B1 / B1 / 4:B1 / B1 / B1 / B1 / 5:A2 / B1 / B1 / B1 / 6:B1 / B1 / B2 / B1,1:市川健太 / 2:高憧四季 / 3:古賀智之 / 4:石井孝之 / 5:浜本裕己 / 6:芝田京介,1:-勝率|+当地|-モータ|-ST / 2:-勝率|+当地|-モータ|+級別 / 3:-勝率|+当地|-モータ|-ST|-近況|+級別 / 4:-勝率|+当地|-モータ|-ST|-近況 / 5:+当地|-モータ|+級別 / 6:-モータ|-級別,1:-勝率|+当地|-モータ|-ST / 2:-勝率|+当地|-モータ|+級別 / 3:-勝率|+当地|-モータ|-ST|-近況|+級別 / 4:-勝率|+当地|-モータ|-ST|-近況 / 5:+当地|-モータ|+級別 / 6:-モータ|-級別,2-5-4,2310,,,,,,,https://boatrace.jp/owpc/pc/race/resultlist?hd=20260425&jcd=04,2026-04-25 17:03:53 JST,,,100,,,,3連単,2,,0.79,base素材危険,base素材危険 / 当地巧者 / 級別傾向強い,2026-04-25 03:59:01 JST,,0
2026-04-25,12:23,唐津,9R,9,official_all,★★★★★,6-3-4 / 6-4-3 / 6-3-5 / 6-4-5 / 6-5-3 / 6-5-4,9.95,AI★★★★★,6-3-4 / 6-3-5 / 6-3-2 / 6-3-1 / 6-4-3 / 6-4-5,base保留 / 地力上位 / 級別傾向強い / 攻めやや注意,9.97,AI★★★★★,1-2-6 / 2-3-6 / 3-2-6 / 6-3-4 / 4-2-6 / 6-3-2,買い,"朝:base保留 / 地力上位 / 級別傾向強い / 攻めやや注意 / base保留で買い上げ慎重 / 直前:展示差ややあり / 展示タイム差を確認 / 進入:1-2-3-4-6-5 / 前づけで波乱含み / 展示F:1,2,3,4,6注意 / 足:進入変化 / 部品交換:2,6 / 6前づけ / 足:6前づけ注意 / 整備:チルト:1:-0.5,2:-0.5,3:-0.5,4:-0.5,5:0,6:-0.5 / 部品交換:2:ピストン,リング,ピストンリング,シリンダ,キャリア,キャリアボデー,ギヤケース,電気,電気一式,キャブ,キャブレタ,シャフト,クランク,6:ピストン,リング,ピストンリング,シリンダ,電気,電気一式,キャブ,キャブレタ / 直前差小で朝寄り / 朝評価をやや優先 / 隊形:2差し注意 / 進入:1-2-3-4-6-5",2026-04-25 16:16:30 JST,"[""6.82"", ""6.73"", ""6.76"", ""6.75"", ""6.85"", ""6.81""]",1:5 / 2:1 / 3:3 / 4:2 / 5:6 / 6:4,晴,4.0,4.0,,,0.0,1:-0.05 / 2:0.12 / 3:0.01 / 4:0.01 / 5:-0.33 / 6:0.01,1:B1 / B1 / B1 / B1 / 2:B1 / B1 / B1 / B1 / 3:A2 / A1 / A2 / A2 / 4:A2 / B1 / B1 / A2 / 5:B2 / B1 / B1 / B1 / 6:A1 / A1 / A1 / A1,1:前田健太 / 2:吉武真也 / 3:丹下 将 / 4:木下大將 / 5:相馬 翔 / 6:渡邉和将,1:-勝率|+当地|-モータ|-ST / 2:-勝率|+当地|-モータ|-ST / 3:-勝率|+当地|-モータ|-ST|-近況|+級別 / 4:-勝率|+当地|-モータ|-近況|+級別 / 5:+当地|-モータ|-級別 / 6:+勝率|-モータ|+級別,1:-勝率|+当地|-モータ|-ST / 2:-勝率|+当地|-モータ|-ST / 3:-勝率|+当地|-モータ|-ST|-近況|+級別 / 4:-勝率|+当地|-モータ|-近況|+級別 / 5:+当地|-モータ|-級別 / 6:+勝率|-モータ|+級別,1-3-4,1800,,,,,,,https://boatrace.jp/owpc/pc/race/resultlist?hd=20260425&jcd=23,2026-04-25 16:55:02 JST,,,100,,,,3連単,3,,5.38,base素材○,base素材○ / 地力上位 / 級別傾向強い,2026-04-25 03:59:01 JST,,0
2026-04-25,12:25,津,5R,5,official_all,★★★★☆,1-3-5 / 1-5-3 / 1-3-6 / 1-5-6 / 1-6-3 / 1-6-5,6.32,AI★★★★★,3-1-6 / 3-1-5 / 3-1-4 / 3-1-2 / 3-6-1 / 3-6-5,base土台◎ / 当地巧者 / 級別傾向強い / 中枠攻め候補 / インやや強め,6.4,AI★★★★★,1-2-3 / 3-1-5 / 3-1-4 / 4-2-3 / 2-3-4 / 3-1-2,様子見,"朝:base土台◎ / 当地巧者 / 級別傾向強い / 中枠攻め候補 / インやや強め / base土台を強めに保持 / 直前:展示差ややあり / 展示タイム差を確認 / 気象安定 / 展示F:6注意 / 部品交換:3 / 足:3号艇足色良さげ / 整備:チルト:1:-0.5,2:-0.5,3:-0.5,4:0,5:-0.5,6:-0.5 / 部品交換:3:リング / 直前差小で朝寄り / 朝評価をやや優先 / 隊形:3攻め注意 / 1逃げ本線 / 開催:2日目でやや本命寄り",2026-04-25 16:16:30 JST,"[""6.90"", ""6.86"", ""6.88"", ""6.85"", ""6.86"", ""6.96""]",1:5 / 2:2 / 3:4 / 4:1 / 5:2 / 6:6,曇,1.0,1.0,,,0.1,1:0.03 / 2:0.04 / 3:0.11 / 4:0.09 / 5:-0.01 / 6:-0.29,1:A1 / A1 / A2 / A2 / 2:B2 / B1 / A2 / B1 / 3:A1 / A1 / A1 / A1 / 4:B1 / B1 / B1 / B1 / 5:B1 / B1 / B1 / B1 / 6:B1 / B1 / B1 / B1,1:大澤普司 / 2:中澤宏奈 / 3:濱崎直矢 / 4:谷口健一 / 5:鋤柄貴俊 / 6:遠藤圭吾,1:-勝率|+当地|-モータ|+級別 / 2:-勝率|+当地|-モータ|-ST|-級別 / 3:-勝率|+当地|-モータ|-近況|+級別 / 4:-勝率|+当地|-モータ|-ST|-近況 / 5:+当地|-モータ / 6:-モータ,1:-勝率|+当地|-モータ|+級別 / 2:-勝率|+当地|-モータ|-ST|-級別 / 3:-勝率|+当地|-モータ|-近況|+級別 / 4:-勝率|+当地|-モータ|-ST|-近況 / 5:+当地|-モータ / 6:-モータ,3-1-4,3420,,,,,,,https://boatrace.jp/owpc/pc/race/resultlist?hd=20260425&jcd=09,2026-04-25 16:55:02 JST,,,100,,,,3連単,2,,3.98,base素材○,base素材○ / 当地巧者 / 級別傾向強い / 中枠攻め候補,2026-04-25 03:59:01 JST,,0
2026-04-25,12:28,尼崎,5R,5,official_all,★★☆☆☆,2-6-4 / 2-4-6 / 2-6-1 / 2-4-1 / 2-1-6 / 2-1-4,10.01,AI★★★★★,6-4-2 / 6-4-5 / 6-4-3 / 6-4-1 / 6-2-4 / 6-2-5,base保留 / 地力上位 / 級別傾向強い / 差しやや警戒,10.07,AI★★★★★,1-2-5 / 3-2-1 / 1-2-3 / 2-1-5 / 6-2-5 / 6-4-2,買い,"公式低評価AI検証 / 朝:base保留 / 地力上位 / 級別傾向強い / 差しやや警戒 / base保留で買い上げ慎重 / 直前:展示差あり / 展示タイム差を確認 / 気象荒れ気味 / 足:足差ややあり / 足:ST気配あり / 部品交換:5,6 / 足:3号艇足色良さげ / 整備:チルト:1:0,2:0,3:0,4:0,5:-0.5,6:-0.5 / 部品交換:5:ピストン,リング,ピストンリング,6:ピストン,リング,ピストンリング,シリンダ,ギヤケース,電気,電気一式,キャブ,キャブレタ,シャフト,クランク / 直前差中で少し動かす / 朝評価をやや優先 / 隊形:1逃げ本線 / 3攻め注意 / 開催:2日目でやや本命寄り",2026-04-25 16:16:30 JST,"[""6.76"", ""6.80"", ""6.86"", ""6.93"", ""6.83"", ""6.83""]",1:1 / 2:2 / 3:5 / 4:6 / 5:3 / 6:3,晴,6.0,4.0,,,-0.1,1:0.18 / 2:0.05 / 3:0.04 / 4:-0.39 / 5:-0.05 / 6:-0.08,1:B1 / B1 / B1 / B1 / 2:A2 / A2 / A2 / A2 / 3:B1 / B1 / B1 / B1 / 4:B1 / A2 / A2 / A2 / 5:B1 / B1 / B1 / B2 / 6:A1 / A1 / A1 / A1,1:登みひ果 / 2:丸尾義孝 / 3:花本 剛 / 4:石田政吾 / 5:江藤敦宏 / 6:小山 勉,1:-勝率|+当地|-モータ|-ST / 2:-勝率|+当地|-モータ|-ST|+級別 / 3:-勝率|+当地|-モータ|-ST|-近況 / 4:-勝率|+当地|-モータ|-ST|-近況|+級別 / 5:+当地|-モータ|-級別 / 6:+勝率|-モータ|+級別,1:-勝率|+当地|-モータ|-ST / 2:-勝率|+当地|-モータ|-ST|+級別 / 3:-勝率|+当地|-モータ|-ST|-近況 / 4:-勝率|+当地|-モータ|-ST|-近況|+級別 / 5:+当地|-モータ|-級別 / 6:+勝率|-モータ|+級別,2-1-3,1710,,,,,,,https://boatrace.jp/owpc/pc/race/resultlist?hd=20260425&jcd=13,2026-04-25 16:55:02 JST,,,100,,,,3連単,2,,5.0,base素材○,base素材○ / 地力上位 / 級別傾向強い,2026-04-25 03:59:01 JST,,0
2026-04-25,12:29,鳴門,9R,9,official_all,★★★★☆,6-4-5 / 6-5-4 / 6-4-2 / 6-5-2 / 6-2-4 / 6-2-5,1.08,AI★★★☆☆,5-6-4 / 5-6-3 / 5-6-2 / 5-6-1 / 5-4-6 / 5-4-3,base危険 / 当地巧者 / インやや強め,1.19,AI★★☆☆☆,1-3-6 / 1-6-3 / 1-6-2 / 3-1-6 / 5-6-1 / 5-6-4,様子見,"朝:base危険 / 当地巧者 / インやや強め / base危険で買い上げ抑制 / 直前:展示差あり / 展示タイム差を確認 / 気象安定 / 足:足差あり / 部品交換:2,4,5,6 / 整備:チルト:1:-0.5,2:-0.5,3:0,4:0,5:0,6:-0.5 / 部品交換:2:ピストン,リング,ピストンリング,4:ピストン,リング,ピストンリング,シリンダ,キャリア,キャリアボデー,ギヤケース,電気,電気一式,キャブ,キャブレタ,シャフト,クランク,プロペラ,ペラ,5:ピストン,6:ピストン,リング,ピストンリング,シリンダ,電気,電気一式,キャブ,キャブレタ / 直前差小で朝寄り / 隊形:1逃げ本線 / 開催:2日目でやや本命寄り",2026-04-25 16:16:30 JST,"[""6.71"", ""6.84"", ""6.84"", ""6.85"", ""6.80"", ""6.66""]",1:2 / 2:4 / 3:4 / 4:6 / 5:3 / 6:1,晴,1.0,1.0,,,0.1,1:0.18 / 2:-0.21 / 3:-0.14 / 4:-0.40 / 5:-0.19 / 6:0.10,1:B1 / B1 / B1 / B1 / 2:B1 / B1 / B1 / B1 / 3:B1 / B1 / B1 / B1 / 4:B1 / B1 / B2 / B1 / 5:A2 / B1 / B1 / B1 / 6:B1 / B1 / B1 / B1,1:松井貫太 / 2:中里昌志 / 3:貫地谷直 / 4:安藤裕貴 / 5:金子猛志 / 6:岡谷健吾,1:-勝率|+当地|-モータ|-ST / 2:-勝率|+当地|-モータ|-ST / 3:-勝率|+当地|-モータ|-ST|-近況 / 4:-勝率|+当地|-モータ|-ST|-近況|-級別 / 5:+当地|-モータ|+級別 / 6:-モータ,1:-勝率|+当地|-モータ|-ST / 2:-勝率|+当地|-モータ|-ST / 3:-勝率|+当地|-モータ|-ST|-近況 / 4:-勝率|+当地|-モータ|-ST|-近況|-級別 / 5:+当地|-モータ|+級別 / 6:-モータ,5-4-1,10670,,,,,,,https://boatrace.jp/owpc/pc/race/resultlist?hd=20260425&jcd=14,2026-04-25 16:55:02 JST,,,100,,,,3連単,2,,-0.65,base素材危険,base素材危険 / 当地巧者,2026-04-25 03:59:01 JST,,0
2026-04-25,12:32,浜名湖,3R,3,official_all,★★★☆☆,3-5-6 / 3-6-5 / 3-5-1 / 3-6-1 / 3-1-5 / 3-1-6,2.9,AI★★★★★,5-6-3 / 5-6-4 / 5-6-1 / 5-6-2 / 5-3-6 / 5-3-4,base保留 / 当地巧者 / 級別傾向強い / 差しやや警戒,2.97,AI★★★☆☆,1-2-5 / 1-5-2 / 1-4-5 / 4-1-5 / 5-6-4 / 5-6-1,買い,"公式低評価AI検証 / 朝:base保留 / 当地巧者 / 級別傾向強い / 差しやや警戒 / base保留で買い上げ慎重 / 直前:気象安定 / 風向東 / 足:ST気配あり / 部品交換:5,6 / 足:5号艇足色良さげ / 整備:チルト:1:-0.5,2:-0.5,3:-0.5,4:0,5:-0.5,6:-0.5 / 部品交換:5:ピストン,リング,6:ピストン,リング,ピストンリング,シリンダ,ギヤ,電気,電気一式,キャブ,キャブレタ,シャフト,クランク / 直前差小で朝寄り / 朝評価をやや優先 / 隊形:1逃げ本線 / 開催:2日目でやや本命寄り",2026-04-25 16:16:30 JST,"[""6.63"", ""6.66"", ""6.71"", ""6.63"", ""6.64"", ""6.68""]",1:1 / 2:4 / 3:6 / 4:1 / 5:3 / 6:5,晴,4.0,2.0,,東,0.04,1:0.22 / 2:0.01 / 3:-0.25 / 4:0.06 / 5:0.15 / 6:-0.03,1:B1 / B2 / B1 / B1 / 2:B1 / B2 / B2 / B1 / 3:A2 / A2 / B1 / A2 / 4:B1 / B1 / B1 / B2 / 5:A2 / A2 / A2 / A2 / 6:B1 / A2 / B1 / A2,2:表 健太 / 3:藤田靖弘 / 4:土屋 蘭 / 5:吉田慎二 / 6:原田秀弥,1:-勝率|+当地|-モータ|-ST|-級別 / 2:-勝率|+当地|-モータ|-ST|-級別 / 3:-勝率|+当地|-モータ|-ST|-近況|+級別 / 4:-勝率|+当地|-モータ|-ST|-近況|-級別 / 5:+当地|-モータ|+級別 / 6:-モータ,1:-勝率|+当地|-モータ|-ST|-級別 / 2:-勝率|+当地|-モータ|-ST|-級別 / 3:-勝率|+当地|-モータ|-ST|-近況|+級別 / 4:-勝率|+当地|-モータ|-ST|-近況|-級別 / 5:+当地|-モータ|+級別 / 6:-モータ,3-4-6,8900,,,,,,,https://boatrace.jp/owpc/pc/race/resultlist?hd=20260425&jcd=06,2026-04-25 16:55:02 JST,,,100,,,,3連単,2,,1.29,base素材保留,base素材保留 / 当地巧者 / 級別傾向強い,2026-04-25 03:59:01 JST,,0
2026-04-25,12:35,福岡,1R,1,official_all,★★★★★,1-3-2 / 1-2-3 / 1-3-4 / 1-2-4 / 1-4-3 / 1-4-2,6.63,AI★★★★★,1-5-4 / 1-5-3 / 1-5-2 / 1-5-6 / 1-4-5 / 1-4-3,base土台◎ / 当地巧者 / 級別傾向強い / 1号艇有利 / 差しやや警戒,6.68,AI★★★★★,1-5-4 / 4-2-1 / 1-4-3 / 2-1-4 / 3-2-1 / 1-4-5,買い,"朝:base土台◎ / 当地巧者 / 級別傾向強い / 1号艇有利 / 差しやや警戒 / base土台を強めに保持 / 直前:風向北 / 展示F:3注意 / 部品交換:5,6 / 足:1号艇足色良さげ / 整備:チルト:1:0,2:-0.5,3:0,4:0,5:0,6:-0.5 / 部品交換:5:ピストン,リング,ピストンリング,6:ピストン,リング,ピストンリング,シリンダ,ギヤケース,電気,電気一式,キャブ,キャブレタ,シャフト,クランク / 直前差小で朝寄り / 朝評価をやや優先 / 隊形:1逃げ本線 / 4攻め注意 / 開催:2日目でやや本命寄り",2026-04-25 16:16:30 JST,"[""6.83"", ""6.85"", ""6.86"", ""6.81"", ""6.88"", ""6.86""]",1:2 / 2:3 / 3:4 / 4:1 / 5:6 / 6:4,晴,4.0,4.0,,北,0.0,1:0.17 / 2:0.01 / 3:-0.02 / 4:0.07 / 5:-0.14 / 6:-0.02,1:A1 / A1 / A1 / A1 / 2:B1 / B1 / B1 / A2 / 3:B1 / A2 / B1 / B2 / 4:B1 / B1 / B1 / B1 / 5:B1 / B1 / B1 / B1 / 6:B2 / B2 / B2,1:北山康介 / 2:海老澤泰 / 3:新田洋一 / 4:松下誉士 / 5:小澤和也 / 6:藤山湧太,1:-勝率|+当地|-モータ|+級別 / 2:-勝率|+当地|-モータ|-ST / 3:-勝率|+当地|-モータ|-ST|-近況 / 4:-勝率|+当地|-モータ|-ST|-近況 / 5:+当地|-モータ / 6:-モータ|-級別,1:-勝率|+当地|-モータ|+級別 / 2:-勝率|+当地|-モータ|-ST / 3:-勝率|+当地|-モータ|-ST|-近況 / 4:-勝率|+当地|-モータ|-ST|-近況 / 5:+当地|-モータ / 6:-モータ|-級別,1-4-3,1300,,,,,,,https://boatrace.jp/owpc/pc/race/resultlist?hd=20260425&jcd=22,2026-04-25 16:55:02 JST,,,100,,,,3連単,2,,2.29,base素材○,base素材○ / 当地巧者 / 級別傾向強い / 1号艇有利,2026-04-25 03:59:01 JST,,0
2026-04-25,12:38,芦屋,9R,9,official_all,★☆☆☆☆,1-4-5 / 1-5-4 / 1-4-3 / 1-5-3 / 1-3-4 / 1-3-5,1.88,AI★★★★☆,6-5-1 / 6-5-4 / 6-5-3 / 6-5-2 / 6-1-5 / 6-1-4,base危険 / 選手力上位 / 級別傾向強い,1.88,AI★★☆☆☆,1-3-4 / 3-4-5 / 3-5-4 / 4-3-5 / 6-5-3 / 6-5-1,様子見,"公式低評価AI検証 / 朝:base危険 / 選手力上位 / 級別傾向強い / base危険で買い上げ抑制 / 直前:気象荒れ気味 / 風向西 / 波高6cm / 展示F:1,4注意 / 足:ST気配あり / 部品交換:1,4,6 / 足:3号艇足色良さげ / 整備:チルト:1:0,2:0,3:0,4:-0.5,5:-0.5,6:0 / 部品交換:1:ピストン,4:ピストン,リング,ピストンリング,シリンダ,キャリア,キャリアボデー,ギヤケース,電気,電気一式,キャブ,キャブレタ,シャフト,クランク,6:ピストン,リング,ピストンリング,シリンダ,電気,電気一式,キャブ,キャブレタ / 直前差小で朝寄り / 隊形:3攻め注意 / 1逃げ本線 / 開催:2日目でやや本命寄り",2026-04-25 16:16:30 JST,"[""6.64"", ""6.70"", ""6.64"", ""6.63"", ""6.69"", ""6.69""]",1:2 / 2:6 / 3:2 / 4:1 / 5:4 / 6:4,晴,6.0,6.0,,西,-0.2,1:-0.13 / 2:-0.16 / 3:0.18 / 4:0.09 / 5:-0.03 / 6:-0.07,1:A1 / A2 / A2 / A1 / 2:B1 / B1 / B1 / B1 / 3:B1 / A2 / A2 / A2 / 4:B1 / A2 / B1 / A2 / 5:A2 / A2 / A2 / B1 / 6:A2 / A2 / B1 / A2,1:郷原章平 / 2:西村秀樹 / 3:三苫晃幸 / 4:稗田聖也 / 5:岡村将也 / 6:池田剛規,1:-勝率|+当地|-モータ|+級別 / 2:-勝率|+当地|-モータ|-ST / 3:-勝率|+当地|-モータ|-ST|-近況|+級別 / 4:-勝率|+当地|-モータ|-ST|-近況 / 5:+当地|-モータ|+級別 / 6:-モータ|+級別,1:-勝率|+当地|-モータ|+級別 / 2:-勝率|+当地|-モータ|-ST / 3:-勝率|+当地|-モータ|-ST|-近況|+級別 / 4:-勝率|+当地|-モータ|-ST|-近況 / 5:+当地|-モータ|+級別 / 6:-モータ|+級別,4-1-3,3160,,,,,,,https://boatrace.jp/owpc/pc/race/resultlist?hd=20260425&jcd=21,2026-04-25 16:55:02 JST,,,100,,,,3連単,2,,1.79,base素材保留,base素材保留 / 選手力上位 / 級別傾向強い,2026-04-25 03:59:01 JST,,0
2026-04-25,12:43,宮島,5R,5,official_all,★☆☆☆☆,1-2-4 / 1-4-2 / 1-2-5 / 1-4-5 / 1-5-2 / 1-5-4,5.89,AI★★★★★,5-4-3 / 5-4-2 / 5-4-1 / 5-4-6 / 5-3-4 / 5-3-2,base土台○ / 地力上位 / 当地巧者 / 級別傾向強い / 差しやや警戒,5.92,AI★★★★★,1-3-4 / 3-4-6 / 3-4-2 / 5-3-4 / 5-4-2 / 5-4-3,買い,"公式低評価AI検証 / 朝:base土台○ / 地力上位 / 当地巧者 / 級別傾向強い / 差しやや警戒 / base土台をやや保持 / 直前:気象安定 / 風向北 / 展示F:2注意 / 部品交換:1,6 / 足:3号艇足色良さげ / 整備:チルト:1:-0.5,2:-0.5,3:0,4:0,5:-0.5,6:-0.5 / 部品交換:1:ピストン,リング,ピストンリング,シリンダ,キャリア,キャリアボデー,ギヤケース,電気,電気一式,キャブ,キャブレタ,シャフト,クランク,6:ピストン,リング,ピストンリング,シリンダ,電気,電気一式,キャブ,キャブレタ / 直前差小で朝寄り / 朝評価をやや優先 / 隊形:3攻め注意 / 1逃げ本線",2026-04-25 16:16:30 JST,"[""6.73"", ""6.69"", ""6.66"", ""6.65"", ""6.70"", ""6.67""]",1:6 / 2:4 / 3:2 / 4:1 / 5:5 / 6:3,晴,2.0,2.0,,北,0.08,1:0.01 / 2:-0.01 / 3:0.16 / 4:0.12 / 5:-0.07 / 6:-0.02,1:A1 / A1 / A1 / A1 / 2:A1 / A1 / A1 / A1 / 3:A1 / A1 / A1 / A1 / 4:A1 / A1 / A1 / A1 / 5:A1 / A1 / A1 / A1 / 6:A2 / A1 / A2 / A2,1:笠原 亮 / 2:北村征嗣 / 3:湯川浩司 / 4:江夏 満 / 5:古結 宏 / 6:山口裕二,1:-勝率|+当地|-モータ|+級別 / 2:-勝率|+当地|-モータ|+級別 / 3:-勝率|+当地|-モータ|-近況|+級別 / 4:+勝率|+当地|-モータ|-近況|+級別 / 5:+勝率|+当地|-モータ|+級別 / 6:-モータ|+級別,1:-勝率|+当地|-モータ|+級別 / 2:-勝率|+当地|-モータ|+級別 / 3:-勝率|+当地|-モータ|-近況|+級別 / 4:+勝率|+当地|-モータ|-近況|+級別 / 5:+勝率|+当地|-モータ|+級別 / 6:-モータ|+級別,1-2-4,1130,,,,,,,https://boatrace.jp/owpc/pc/race/resultlist?hd=20260425&jcd=17,2026-04-25 16:55:02 JST,,,100,,,,3連単,5,,7.43,base素材○,base素材○ / 地力上位 / 当地巧者 / 級別傾向強い,2026-04-25 03:59:01 JST,,0
2026-04-25,12:48,常滑,6R,6,official_all,★★★★★,6-1-3 / 6-3-1 / 6-1-4 / 6-3-4 / 6-4-1 / 6-4-3,9.31,AI★★★★★,6-3-5 / 6-3-1 / 6-3-4 / 6-3-2 / 6-5-3 / 6-5-1,base保留 / 地力上位 / 級別傾向強い / 差しやや警戒,9.41,AI★★★★★,1-6-3 / 3-6-1 / 6-3-5 / 4-6-3 / 6-3-1 / 3-6-5,買い,"朝:base保留 / 地力上位 / 級別傾向強い / 差しやや警戒 / base保留で買い上げ慎重 / 直前:展示差ややあり / 展示タイム差を確認 / 進入:1-2-3-4-6-5 / 前づけで波乱含み / 気象安定 / 展示F:3,6注意 / 足:ST気配あり / 足:進入変化 / 部品交換:5,6 / 整備:チルト:1:0,2:0,3:-0.5,4:-0.5,5:0,6:-0.5 / 部品交換:5:ピストン,リング,ピストンリング,6:ピストン,リング,ピストンリング,シリンダ,ギヤケース,電気,電気一式,キャブ,キャブレタ,シャフト,クランク / 進入変化ありで少し動かす / 隊形:3攻め注意 / 6一撃注意 / 進入:1-2-3-4-6-5 / 開催:2日目でやや本命寄り",2026-04-25 16:16:30 JST,"[""6.67"", ""6.73"", ""6.63"", ""6.72"", ""6.71"", ""6.68""]",1:2 / 2:6 / 3:1 / 4:5 / 5:4 / 6:3,晴,2.0,1.0,,,0.09,1:-0.04 / 2:-0.14 / 3:0.12 / 4:-0.07 / 5:-0.04 / 6:0.06,1:A2 / A2 / A2 / B1 / 2:B2 / B2 / B2 / B2 / 3:A2 / A1 / A2 / A1 / 4:B1 / B1 / B1 / B1 / 5:B1 / B1 / B1 / B1 / 6:A1 / A1 / A1 / A1,1:中田夕貴 / 2:中嶋世奈 / 3:藤山翔大 / 4:岡部 哲 / 5:久保原秀 / 6:上條暢嵩,1:-勝率|+当地|-モータ|-ST|+級別 / 2:-勝率|+当地|-モータ|-ST|-級別 / 3:-勝率|+当地|-モータ|-ST|-近況|+級別 / 4:-勝率|+当地|-モータ|-ST|-近況 / 5:+当地|-モータ / 6:+勝率|-モータ|+級別,1:-勝率|+当地|-モータ|-ST|+級別 / 2:-勝率|+当地|-モータ|-ST|-級別 / 3:-勝率|+当地|-モータ|-ST|-近況|+級別 / 4:-勝率|+当地|-モータ|-ST|-近況 / 5:+当地|-モータ / 6:+勝率|-モータ|+級別,3-6-1,890,,,,,,,https://boatrace.jp/owpc/pc/race/resultlist?hd=20260425&jcd=08,2026-04-25 16:55:02 JST,,,100,,,,3連単,2,,5.51,base素材○,base素材○ / 地力上位 / 級別傾向強い,2026-04-25 03:59:01 JST,,0
